audio_id,trip_id,timestamp,elapsed_seconds,audio_level_db
AUD_TRIP002_00000,TRIP002,2024-02-06T07:15:00Z,0,69
AUD_TRIP002_00001,TRIP002,2024-02-06T07:15:01Z,1,66
AUD_TRIP002_00002,TRIP002,2024-02-06T07:15:02Z,2,67
AUD_TRIP002_00003,TRIP002,2024-02-06T07:15:03Z,3,59
AUD_TRIP002_00004,TRIP002,2024-02-06T07:15:04Z,4,68
AUD_TRIP002_00005,TRIP002,2024-02-06T07:15:05Z,5,64
AUD_TRIP002_00006,TRIP002,2024-02-06T07:15:06Z,6,60
AUD_TRIP002_00007,TRIP002,2024-02-06T07:15:07Z,7,50
AUD_TRIP002_00008,TRIP002,2024-02-06T07:15:08Z,8,62
AUD_TRIP002_00009,TRIP002,2024-02-06T07:15:09Z,9,54
AUD_TRIP002_00010,TRIP002,2024-02-06T07:15:10Z,10,66
AUD_TRIP002_00011,TRIP002,2024-02-06T07:15:11Z,11,62
AUD_TRIP002_00012,TRIP002,2024-02-06T07:15:12Z,12,61
AUD_TRIP002_00013,TRIP002,2024-02-06T07:15:13Z,13,58
AUD_TRIP002_00014,TRIP002,2024-02-06T07:15:14Z,14,50
AUD_TRIP002_00015,TRIP002,2024-02-06T07:15:15Z,15,67
AUD_TRIP002_00016,TRIP002,2024-02-06T07:15:16Z,16,56
AUD_TRIP002_00017,TRIP002,2024-02-06T07:15:17Z,17,63
AUD_TRIP002_00018,TRIP002,2024-02-06T07:15:18Z,18,51
AUD_TRIP002_00019,TRIP002,2024-02-06T07:15:19Z,19,63
AUD_TRIP002_00020,TRIP002,2024-02-06T07:15:20Z,20,68
AUD_TRIP002_00021,TRIP002,2024-02-06T07:15:21Z,21,65
AUD_TRIP002_00022,TRIP002,2024-02-06T07:15:22Z,22,59
AUD_TRIP002_00023,TRIP002,2024-02-06T07:15:23Z,23,60
AUD_TRIP002_00024,TRIP002,2024-02-06T07:15:24Z,24,66
AUD_TRIP002_00025,TRIP002,2024-02-06T07:15:25Z,25,63
AUD_TRIP002_00026,TRIP002,2024-02-06T07:15:26Z,26,52
AUD_TRIP002_00027,TRIP002,2024-02-06T07:15:27Z,27,64
AUD_TRIP002_00028,TRIP002,2024-02-06T07:15:28Z,28,65
AUD_TRIP002_00029,TRIP002,2024-02-06T07:15:29Z,29,63
AUD_TRIP002_00030,TRIP002,2024-02-06T07:15:30Z,30,61
AUD_TRIP002_00031,TRIP002,2024-02-06T07:15:31Z,31,64
AUD_TRIP002_00032,TRIP002,2024-02-06T07:15:32Z,32,53
AUD_TRIP002_00033,TRIP002,2024-02-06T07:15:33Z,33,76
AUD_TRIP002_00034,TRIP002,2024-02-06T07:15:34Z,34,60
AUD_TRIP002_00035,TRIP002,2024-02-06T07:15:35Z,35,62
AUD_TRIP002_00036,TRIP002,2024-02-06T07:15:36Z,36,48
AUD_TRIP002_00037,TRIP002,2024-02-06T07:15:37Z,37,68
